shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,label
0.6010920405387878,0.5824635028839111,0.5954871773719788,0.7894352078437805,0.5677542090415955,0.9355095028877258,0
0.644507646560669,0.563811182975769,0.6511971354484558,0.7632794976234436,0.6144117116928101,0.916127622127533,0
0.6721310615539551,0.5474758148193359,0.6642178297042847,0.7471258044242859,0.6189480423927307,0.8998087048530579,0
0.6732787489891052,0.5429067611694336,0.6548911333084106,0.7400675415992737,0.6161417365074158,0.8856522440910339,0
0.6820839643478394,0.5404959917068481,0.6602712869644165,0.7370701432228088,0.6168237924575806,0.8802946209907532,0
0.6713634729385376,0.5448424220085144,0.6525434255599976,0.7373585104942322,0.6125113368034363,0.8773669004440308,0
0.6676845550537109,0.5473210215568542,0.6490548253059387,0.738347053527832,0.6098381876945496,0.876687228679657,0
0.6622093319892883,0.5615505576133728,0.636185348033905,0.7485135793685913,0.5909024477005005,0.8898881673812866,0
0.6488610506057739,0.5722735524177551,0.6231528520584106,0.761387825012207,0.5762349367141724,0.9017120599746704,0
0.6274338960647583,0.5877856612205505,0.5935670733451843,0.7754328846931458,0.5429500341415405,0.9140891432762146,0
0.6219262480735779,0.5937372446060181,0.5868896842002869,0.7838510274887085,0.5374537706375122,0.9240496158599854,0
0.6211605668067932,0.5927474498748779,0.5845765471458435,0.7833524942398071,0.5354687571525574,0.923747718334198,0
0.6113315224647522,0.5945123434066772,0.5772364735603333,0.7919672727584839,0.5248368978500366,0.9411966800689697,0
0.609386146068573,0.5947499871253967,0.577460765838623,0.792987048625946,0.5271493792533875,0.9420595169067383,0
0.6129952669143677,0.5943842530250549,0.6243506669998169,0.7919496297836304,0.6161593794822693,0.9496250152587891,0
0.6149898767471313,0.5936086773872375,0.6377020478248596,0.7905377149581909,0.627733588218689,0.9468005299568176,0
0.6155765056610107,0.592913806438446,0.6423783302307129,0.7866135835647583,0.6314793825149536,0.9460180997848511,0
0.6557300090789795,0.5700032711029053,0.6552067995071411,0.7590011954307556,0.6217872500419617,0.9053792357444763,0
0.6698071360588074,0.5572388768196106,0.6673938632011414,0.7502962350845337,0.6243684887886047,0.8956891894340515,0
0.6796684861183167,0.5554962754249573,0.6743428707122803,0.7468279004096985,0.6371058225631714,0.8671823143959045,0
0.6846441626548767,0.5566560626029968,0.6793004870414734,0.747833788394928,0.633132815361023,0.8797365427017212,0
0.6943902969360352,0.557369589805603,0.6840788722038269,0.7408484220504761,0.6421388387680054,0.8753986954689026,0
0.6966681480407715,0.5579505562782288,0.6863917112350464,0.7259542942047119,0.6490210294723511,0.8405198454856873,0
